"CA Owner","Salesforce Record ID","Certificate Name","Parent Salesforce Record ID","Parent Certificate Name","Certificate Record Type","Revocation Status","SHA-256 Fingerprint","Parent SHA-256 Fingerprint","Audits Same as Parent?","Auditor","Standard Audit URL","Standard Audit Type","Standard Audit Statement Date","Standard Audit Period Start Date","Standard Audit Period End Date","NetSec Audit URL","NetSec Audit Type","NetSec Audit Statement Date","NetSec Audit Period Start Date","NetSec Audit Period End Date","TLS BR Audit URL","TLS BR Audit Type","TLS BR Audit Statement Date","TLS BR Audit Period Start Date","TLS BR Audit Period End Date","TLS EVG Audit URL","TLS EVG Audit Type","TLS EVG Audit Statement Date","TLS EVG Audit Period Start Date","TLS EVG Audit Period End Date","Code Signing Audit URL","Code Signing Audit Type","Code Signing Audit Statement Date","Code Signing Audit Period Start Date","Code Signing Audit Period End Date","S/MIME BR Audit URL","S/MIME BR Audit Type","S/MIME BR Audit Statement Date","S/MIME BR Audit Period Start Date","S/MIME BR Audit Period End Date","CP/CPS Same as Parent?","Certificate Policy (CP) URL","Certificate Practice Statement (CPS) URL","CP/CPS Last Updated Date","Test Website URL - Valid","Test Website URL - Expired","Test Website URL - Revoked","Technically Constrained","Subordinate CA Owner","Full CRL Issued By This CA","JSON Array of Partitioned CRLs","Valid From (GMT)","Valid To (GMT)","Derived Trust Bits","Chrome Status","Microsoft Status","Mozilla Status","Status of Root Cert","Authority Key Identifier","Subject Key Identifier","Country","TLS Capable","TLS EV Capable","Code Signing Capable","S/MIME Capable","CP Same as Parent?","CP Last Update Date","CPS Same as Parent?","CPS Last Update Date","Certificate Practice & Policy Statement"
"A-Trust","0018Z00002iKhg2QAC","A-Trust-nQual-01","001o000000HsfogAAB","A-Trust","Root Certificate","","7B1F8D8EFF5D7349FEDB7EAE89C29AACC41704F1503AE3C8C2EBA10225D0F568","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","","","","2004.11.30","2014.11.30","","Not Included","Removed","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Removed; Mozilla: Not Yet Included","","TlnOxwIyhzA=","Austria","False","False","False","False","false","","false","",""
"A-Trust","001o000000HshE1AAJ","A-Trust-nQual-03","001o000000HsfogAAB","A-Trust","Root Certificate","","793CBF4559B9FDE38AB22DF16869F69881AE14C4B0139AC788A78A1AFCCA02FB","","false","Ernst & Young, LLP","https://cert.webtrust.org/SealFile?seal=1932&file=pdf","WebTrust","2015.06.26","2015.06.26","2015.06.26","","","","","","https://cert.webtrust.org/SealFile?seal=1934&file=pdf","WebTrust","2015.06.26","2015.06.26","2015.06.26","https://cert.webtrust.org/SealFile?seal=1933&file=pdf","WebTrust","2015.06.26","2015.06.26","2015.06.26","","","","","","","","","","","false","https://www.a-trust.at/docs/cp","https://www.a-trust.at/docs/cps","","https://test1.a-trust.at/","","","false","","","","2005.08.17","2015.08.17","","Not Included","Removed","Removed","Apple: Not Included; Google Chrome: Not Included; Microsoft: Removed; Mozilla: Removed","","RGqVZ1V5EU8=","Austria","False","False","False","False","false","","false","",""
"A-Trust","001o000000vmkrwAAA","A-Trust-nQual-03","001o000000HsfogAAB","A-Trust","Root Certificate","","8688E58F4C7A945FADCE7F62BFEF521B82DA7DC38BFDB0163478A5FE42E57870","","false","Ernst & Young, LLP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","","","","2014.07.23","2025.07.23","","Not Included","Disabled","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Not Yet Included","","RGqVZ1V5EU8=","Austria","False","True","False","False","false","","false","",""
"A-Trust","0018Z00002iKhRhQAK","A-Trust-Qual-01","001o000000HsfogAAB","A-Trust","Root Certificate","","E8A2F441657678975F2B97D775719C7D49D92234554540EC14D92E16FE27D2CB","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","","","","2004.11.30","2014.11.30","","Not Included","Removed","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Removed; Mozilla: Not Yet Included","","SzyMHYXpb60=","Austria","False","False","False","False","false","","false","",""
"A-Trust","001o000000rGWg9AAG","A-Trust-Qual-02","001o000000HsfogAAB","A-Trust","Root Certificate","","F28630BABF256E567B5821069FCF13148AB9A23E28FC0D70615AAE6ED284F4C8","","false","Ernst & Young, LLP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","","","","2014.07.01","2024.07.01","","Not Included","Disabled","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Not Yet Included","","Qj0rJKbBRc4=","Austria","False","False","False","False","false","","false","",""
"A-Trust","0018Z00002iKhg7QAC","A-Trust-Qual-02","001o000000HsfogAAB","A-Trust","Root Certificate","","75C9D4361CB96E993ABD9620CF043BE9407A4633F202F0F4C0E17851CC6089CD","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","","","","2004.12.02","2014.12.02","","Not Included","Removed","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Removed; Mozilla: Not Yet Included","","Qj0rJKbBRc4=","Austria","False","False","False","False","false","","false","",""
"A-Trust","001o000000rGWZ3AAO","A-Trust-Qual-03","001o000000HsfogAAB","A-Trust","Root Certificate","","6BAF50AE3467EFF3C35FEFDC76A02A97FAB6267723EDA91E99F1B3DC2B28F82E","","false","Ernst & Young, LLP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","","","","2008.04.24","2018.04.24","","Not Included","Disabled","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Not Yet Included","","RgbfN/LCNxA=","Austria","False","False","False","False","false","","false","",""
"A-Trust","001o000000rGWXbAAO","A-Trust-Root-05","001o000000HsfogAAB","A-Trust","Root Certificate","","2DDE9D0C0A90E7B32B5ABC01F41799D42E95A1E3C31C3B39373BB8141EA54471","","false","Ernst & Young, LLP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","","","","2013.09.23","2023.09.20","","Not Included","Disabled","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Not Yet Included","","QPm5Z74D0gg=","Austria","False","False","False","False","false","","false","",""
"A-Trust","0011J00001W1raWQAR","A-Trust-Root-07","001o000000HsfogAAB","A-Trust","Root Certificate","","8AC552AD577E37AD2C6808D72AA331D6A96B4B3FEBFF34CE9BC0578E08055EC3","","false","Zentrum für sichere Informationstechnologie - Austria (A-SIT)","https://www.a-sit.at/wp-content/uploads/2024/03/VIG-23-094_audit-attestation_a-trust_etsi_standard_audit_final_sign-HL.pdf","ETSI EN 319 411","2024.03.04","2022.12.15","2023.12.14","","","","","","https://www.a-sit.at/wp-content/uploads/2024/03/VIG-23-094-TLS-BR_audit-attestation_a-trust_etsi_TLS-BR_audit_final_sign-HL.pdf","ETSI EN 319 411","2024.03.04","2022.12.15","2023.12.14","https://www.a-sit.at/wp-content/uploads/2024/03/VIG-23-094-TLS-EV_audit-attestation_a-trust_etsi_TLS-EV_audit_final_sign-HL.pdf","ETSI EN 319 411","2024.03.04","2022.12.15","2023.12.14","","","","","","","","","","","false","","https://www.a-trust.at/downloads/Downloads/Certificate%20Practice%20Statement/a-sign-ssl-ev/a-sign-ssl-ev_cps.pdf; https://www.a-trust.at/downloads/Downloads/Certificate%20Practice%20Statement/a-sign-ssl-ev/a-sign-ssl-ev_cps.pdf","2023.03.27","https://certtest1.einfach-anmelden.at/","https://certtest3.einfach-anmelden.at/","https://certtest2.einfach-anmelden.at/","false","","http://crl.a-trust.at/crl/A-Trust-Root-07","","2018.05.17","2036.11.19","Server Authentication","Not Included","Included","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Not Yet Included","","RMARrVMnh/Q=","Austria","True","False","False","False","false","","false","",""
"A-Trust","0018Z000033eMIOQA2","A-Trust-Root-09","001o000000HsfogAAB","A-Trust","Root Certificate","","7A38F708A35A31E42E1CF3220F9A2D273E7666354618B2464657D43D8E77ADC2","","false","Zentrum für sichere Informationstechnologie - Austria (A-SIT)","https://www.a-sit.at/wp-content/uploads/2024/03/VIG-23-094_audit-attestation_a-trust_etsi_standard_audit_final_sign-HL.pdf","ETSI EN 319 411","2024.03.04","2022.12.15","2023.12.14","","","","","","https://www.a-sit.at/wp-content/uploads/2024/03/VIG-23-094-TLS-BR_audit-attestation_a-trust_etsi_TLS-BR_audit_final_sign-HL.pdf","ETSI EN 319 411","2024.03.04","2022.12.15","2023.12.14","https://www.a-sit.at/wp-content/uploads/2024/03/VIG-23-094-TLS-EV_audit-attestation_a-trust_etsi_TLS-EV_audit_final_sign-HL.pdf","ETSI EN 319 411","2024.03.04","2022.12.15","2023.12.14","","","","","","","","","","","false","","https://www.a-trust.at/downloads/Downloads/Certificate%20Practice%20Statement/a-sign-ssl-ev/a-sign-ssl-ev_cps.pdf","2023.03.27","https://certtest4.einfach-anmelden.at/","https://certtest6.einfach-anmelden.at/","https://certtest5.einfach-anmelden.at/","false","","http://crl.a-trust.at/crl/A-Trust-Root-09","","2023.02.21","2036.07.14","Server Authentication;Client Authentication","Not Included","Included","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Not Yet Included","","Qjs/lA//lNE=","Austria","True","False","False","False","false","","false","",""
"AC Camerfirma, S.A.","001o000000HshEIAAZ","Chambers of Commerce Root","001o000000HsfokAAB","AC Camerfirma, S.A.","Root Certificate","","0C258A12A5674AEF25F28BA7DCFAECEEA348E541E6F5CC4EE63B71B361606AC3","","false","CSQA Certificazioni srl","https://www.csqa.it/getattachment/Servizi-e-Sicurezza-IT/Documenti/Attestazione-di-Audit-secondo-i-requisiti-ETSI/Attestation-Letter_Camerfirma_2023_4890-signed.pdf.aspx?lang=it-IT","ETSI EN 319 411","2023.05.30","2022.03.01","2023.03.01","","","","","","https://www.csqa.it/getattachment/Servizi-e-Sicurezza-IT/Documenti/Attestazione-di-Audit-secondo-i-requisiti-ETSI/Attestation-Letter_Camerfirma_2023_4890-signed.pdf.aspx?lang=it-IT","ETSI EN 319 411","2023.05.30","2022.03.01","2023.03.01","","","","","","","","","","","","","","","","false","","https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.19.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_EN_v.3.3.7.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.16.pdf; https://www.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.12.pdf","2021.11.25","","","","false","","http://crl.chambersign.org/chambersroot.crl","","2003.09.30","2037.09.30","","Not Included","NotBefore","Removed","Apple: Removed; Google Chrome: Not Included; Microsoft: NotBefore; Mozilla: Removed","","45T1sU3p26EpW1eLTXYGduHRooo=","Spain","False","False","False","False","false","","false","",""
"AC Camerfirma, S.A.","001o000000HshEJAAZ","Chambers of Commerce Root - 2008","001o000000HsfokAAB","AC Camerfirma, S.A.","Root Certificate","","063E4AFAC491DFD332F3089B8542E94617D893D7FE944E10A7937EE29D9693C0","","false","CSQA Certificazioni srl","https://www.csqa.it/getattachment/08b8b146-b597-486f-a49b-8b748b4ada1e/Attestation-Letter_Camerfirma_2024-Final-Version-(1)-signed.pdf","ETSI EN 319 411","2024.05.13","2023.03.02","2024.03.01","","","","","","https://www.csqa.it/getattachment/08b8b146-b597-486f-a49b-8b748b4ada1e/Attestation-Letter_Camerfirma_2024-Final-Version-(1)-signed.pdf","ETSI EN 319 411","2024.05.13","2023.03.02","2024.03.01","","","","","","https://www.csqa.it/getattachment/08b8b146-b597-486f-a49b-8b748b4ada1e/Attestation-Letter_Camerfirma_2024-Final-Version-(1)-signed.pdf","ETSI EN 319 411","2024.05.13","2023.03.02","2024.03.01","","","","","","false","","https://www.camerfirma.com/wp-content/uploads/2024/02/CPS_CP_CAMERFIRMA_EN_v1.5.0.pdf; https://www.camerfirma.com/wp-content/uploads/2023/03/CPS_CP_CAMERFIRMA_2008-2016_EN_1.4.0.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.19.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_EN_v.3.3.7.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_EN_v.3.3.7.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.16.pdf; https://www.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.12.pdf","2024.02.26","https://server3ok.camerfirma.com","https://server3.camerfirma.com","https://server3rv.camerfirma.com","false","","http://crl.camerfirma.com/chambersroot-2008.crl","","2008.08.01","2038.07.31","Server Authentication;Client Authentication;Code Signing;Secure Email;Encrypting File System;Time Stamping;IP Security Tunnel Termination;IP Security User","Not Included","Included","Removed","Apple: Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Removed","+SSsD7K1+HnA+mCIG8TZTQKeFxk=","+SSsD7K1+HnA+mCIG8TZTQKeFxk=","Spain","True","False","True","True","false","","false","",""
"AC Camerfirma, S.A.","001o000000xPOViAAO","CHAMBERS OF COMMERCE ROOT - 2016","001o000000HsfokAAB","AC Camerfirma, S.A.","Root Certificate","","04F1BEC36951BC1454A904CE32890C5DA3CDE1356B7900F6E62DFA2041EBAD51","","false","CSQA Certificazioni srl","https://www.csqa.it/getattachment/08b8b146-b597-486f-a49b-8b748b4ada1e/Attestation-Letter_Camerfirma_2024-Final-Version-(1)-signed.pdf","ETSI EN 319 411","2024.05.13","2023.03.02","2024.03.01","","","","","","https://www.csqa.it/getattachment/08b8b146-b597-486f-a49b-8b748b4ada1e/Attestation-Letter_Camerfirma_2024-Final-Version-(1)-signed.pdf","ETSI EN 319 411","2024.05.13","2023.03.02","2024.03.01","","","","","","","","","","","","","","","","false","","https://www.camerfirma.com/wp-content/uploads/2024/02/CPS_CP_CAMERFIRMA_EN_v1.5.0.pdf; https://www.camerfirma.com/wp-content/uploads/2023/03/CPS_CP_CAMERFIRMA_2008-2016_EN_1.4.0.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.19.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_EN_v.3.3.7.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.16.pdf; https://www.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.12.pdf","2024.02.26","https://cevok.camerfirma.com","https://cev.camerfirma.com","https://cevrv.camerfirma.com","false","","http://crl.camerfirma.com/chambersofcommerceroot-2016.crl","","2016.04.14","2040.04.08","Server Authentication;Client Authentication;Secure Email;Time Stamping","Not Included","Included","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Not Yet Included","","ni5lTz5X9at9lsaL37M1bUronos=","Spain","True","False","False","True","false","","false","",""
"AC Camerfirma, S.A.","001o000000HshF0AAJ","Global Chambersign Root","001o000000HsfokAAB","AC Camerfirma, S.A.","Root Certificate","","EF3CB417FC8EBF6F97876C9E4ECE39DE1EA5FE649141D1028B7D11C0B2298CED","","false","CSQA Certificazioni srl","https://www.csqa.it/getattachment/Servizi-e-Sicurezza-IT/Documenti/Attestazione-di-Audit-secondo-i-requisiti-ETSI/Attestation-Letter_Camerfirma_2023_4890-signed.pdf.aspx?lang=it-IT","ETSI EN 319 411","2023.05.30","2022.03.01","2023.03.01","","","","","","https://www.csqa.it/getattachment/Servizi-e-Sicurezza-IT/Documenti/Attestazione-di-Audit-secondo-i-requisiti-ETSI/Attestation-Letter_Camerfirma_2023_4890-signed.pdf.aspx?lang=it-IT","ETSI EN 319 411","2023.05.30","2022.03.01","2023.03.01","","","","","","","","","","","","","","","","false","","https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_EN_v.3.3.7.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.16.pdf; https://www.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.12.pdf","2021.11.25","","","","false","","http://crl.camerfirma.com/ac_camerfirma.crl","","2003.09.30","2037.09.30","","Not Included","NotBefore","Removed","Apple: Removed; Google Chrome: Not Included; Microsoft: NotBefore; Mozilla: Removed","","Q5w2n7CeME3Gzl+tEKvlA6X6qRQ=","Spain","False","False","False","False","false","","false","",""
"AC Camerfirma, S.A.","001o000000HshF1AAJ","Global Chambersign Root - 2008","001o000000HsfokAAB","AC Camerfirma, S.A.","Root Certificate","","136335439334A7698016A0D324DE72284E079D7B5220BB8FBD747816EEBEBACA","","false","CSQA Certificazioni srl","https://www.csqa.it/getattachment/08b8b146-b597-486f-a49b-8b748b4ada1e/Attestation-Letter_Camerfirma_2024-Final-Version-(1)-signed.pdf","ETSI EN 319 411","2024.05.13","2023.03.02","2024.03.01","","","","","","https://www.csqa.it/getattachment/08b8b146-b597-486f-a49b-8b748b4ada1e/Attestation-Letter_Camerfirma_2024-Final-Version-(1)-signed.pdf","ETSI EN 319 411","2024.05.13","2023.03.02","2024.03.01","","","","","","","","","","","","","","","","false","","https://www.camerfirma.com/wp-content/uploads/2024/02/CPS_CP_CAMERFIRMA_EN_v1.5.0.pdf; https://www.camerfirma.com/wp-content/uploads/2023/03/CPS_CP_CAMERFIRMA_2008-2016_EN_1.4.0.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_EN_v.3.3.7.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.16.pdf; https://www.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.12.pdf","2024.02.26","https://valid.ovcf.ca3.infocert.it","https://expired.ovcf.ca3.infocert.it","https://revoked.ovcf.ca3.infocert.it","false","","http://crl.camerfirma.com/chambersignroot-2008.crl","","2008.08.01","2038.07.31","Server Authentication;Client Authentication;Secure Email;Encrypting File System;Time Stamping;IP Security Tunnel Termination;IP Security User","Not Included","Included","Removed","Apple: Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Removed","uQnKnB7b02w6a67tVPFbkwY1Ll4=","uQnKnB7b02w6a67tVPFbkwY1Ll4=","Spain","True","False","False","True","false","","false","",""
"AC Camerfirma, S.A.","001o000000xPQbZAAW","GLOBAL CHAMBERSIGN ROOT - 2016","001o000000HsfokAAB","AC Camerfirma, S.A.","Root Certificate","","C1D80CE474A51128B77E794A98AA2D62A0225DA3F419E5C7ED73DFBF660E7109","","false","CSQA Certificazioni srl","https://www.csqa.it/getattachment/08b8b146-b597-486f-a49b-8b748b4ada1e/Attestation-Letter_Camerfirma_2024-Final-Version-(1)-signed.pdf","ETSI EN 319 411","2024.05.13","2023.03.02","2024.03.01","","","","","","https://www.csqa.it/getattachment/08b8b146-b597-486f-a49b-8b748b4ada1e/Attestation-Letter_Camerfirma_2024-Final-Version-(1)-signed.pdf","ETSI EN 319 411","2024.05.13","2023.03.02","2024.03.01","","","","","","","","","","","","","","","","false","","https://www.camerfirma.com/wp-content/uploads/2024/02/CPS_CP_CAMERFIRMA_EN_v1.5.0.pdf; https://www.camerfirma.com/wp-content/uploads/2023/03/CPS_CP_CAMERFIRMA_2008-2016_EN_1.4.0.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.19.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_EN_v.3.3.7.pdf; https://rest.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.16.pdf; https://www.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_1.2.12.pdf; https://www.camerfirma.com/publico/DocumentosWeb/politicas/CAMERFIRMA_CPS_EIDAS_EN_1.2.10.pdf","2024.02.26","","","","false","","http://crl.camerfirma.com/globalchambersignroot-2016.crl","","2016.04.14","2040.04.08","Server Authentication;Client Authentication;Secure Email","Not Included","Included","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Not Yet Included","","6JvNfoZim3pNjACXOYXPHHiQcDo=","Spain","True","False","False","True","false","","false","",""
"AC Camerfirma, S.A.","0018Z00002iKhi3QAC","Public Notary Root","001o000000HsfokAAB","AC Camerfirma, S.A.","Root Certificate","","9DB930A7BCED5A599DA673D0BB12C4C6C7AB5B3F88F39C24EE20A24716B379DF","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","","","","2003.09.30","2037.09.30","","Not Included","Removed","Not Yet Included","Apple: Not Included; Google Chrome: Not Included; Microsoft: Removed; Mozilla: Not Yet Included","","GliHzM9kxjvwojN0SWRdBsOr5/k=","Spain","False","False","False","False","false","","false","",""
"AC Camerfirma, S.A.","001o000000x4X37AAE","AC Camerfirma","001o000000HshF0AAJ","Global Chambersign Root","Intermediate Certificate","Revoked","EF3D7112DD3C3C46A3DC4D2E012921EAD83EFC915CA6DE3ACE72F391375BF06A","EF3CB417FC8EBF6F97876C9E4ECE39DE1EA5FE649141D1028B7D11C0B2298CED","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.camerfirma.com/racer.crl","","2003.11.14","2033.11.14","","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: NotBefore; Mozilla: Removed","Q5w2n7CeME3Gzl+tEKvlA6X6qRQ=","cMGV+l2lFr5i6KR949RkX8ThPp0=","Spain","False","False","False","False","true","","true","",""
"AC Camerfirma, S.A.","001o000000x4X3gAAE","AC Camerfirma - 2009","001o000000HshF1AAJ","Global Chambersign Root - 2008","Intermediate Certificate","Revoked","B68D5D9B4EA635957C0C3215C20D35B2217B69E349C7A304C4F97F20C4081F88","136335439334A7698016A0D324DE72284E079D7B5220BB8FBD747816EEBEBACA","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.camerfirma.com/ac_camerfirma-2009.crl","","2009.03.16","2029.03.11","","Not Included","Not Included","Provided by CA","Apple: Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Removed","uQnKnB7b02w6a67tVPFbkwY1Ll4=","yAAP/MZS/J/bO2QuMrluLnHzZXk=","Spain","False","False","False","False","true","","true","",""
"AC Camerfirma, S.A.","001o0000016zMWSAA2","AC CAMERFIRMA - 2016","001o000000xPQbZAAW","GLOBAL CHAMBERSIGN ROOT - 2016","Intermediate Certificate","Revoked","371C57982CF543FBF9041EDC348A2E0ACDCDE4B6EC25EC242BAC84F01DAB181C","C1D80CE474A51128B77E794A98AA2D62A0225DA3F419E5C7ED73DFBF660E7109","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2016.04.14","2040.03.09","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Not Yet Included","6JvNfoZim3pNjACXOYXPHHiQcDo=","0oSXRE3ZiO58Jb9SgLMpSJuLGIQ=","Spain","False","False","False","False","true","","true","",""
"AC Camerfirma, S.A.","001o000000x3iyXAAQ","AC CAMERFIRMA AAPP","001o000000HshEIAAZ","Chambers of Commerce Root","Intermediate Certificate","Not Revoked","8390E70357E9B573CA3DD29DBDDC237ECAF936782CA3389C7943FBC2B7FAA0B6","0C258A12A5674AEF25F28BA7DCFAECEEA348E541E6F5CC4EE63B71B361606AC3","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.camerfirma.com/AC_CAMERFIRMA_AAPP.crl","","2010.02.23","2022.02.20","","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: NotBefore; Mozilla: Removed","45T1sU3p26EpW1eLTXYGduHRooo=","5UZQ6EOgsvcc5Lb/2AAEIPcfpAs=","Spain","False","False","False","False","true","","true","",""
"AC Camerfirma, S.A.","001o000000x3iv4AAA","AC Camerfirma Certificados Camerales","001o000000HshEIAAZ","Chambers of Commerce Root","Intermediate Certificate","Revoked","C7D84381E11F7C5746771AF5B050DC51FC6FDAD6F6F35BB53A3DE913822EA09E","0C258A12A5674AEF25F28BA7DCFAECEEA348E541E6F5CC4EE63B71B361606AC3","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","http://crl.camerfirma.com/ac_camerfirma_cc.crl","","2004.02.09","2034.02.09","","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: NotBefore; Mozilla: Removed","45T1sU3p26EpW1eLTXYGduHRooo=","th9OnRxokS43cmDhRo9apSoxMbk=","Spain","False","False","False","False","true","","true","",""
"AC Camerfirma, S.A.","001o0000016zMSXAA2","AC CAMERFIRMA CODESIGN - 2016","001o000000xPOViAAO","CHAMBERS OF COMMERCE ROOT - 2016","Intermediate Certificate","Revoked","4908F2337567BE505C26CC01A7F07C4B802132A095B2BAEEEE6DE20883088A56","04F1BEC36951BC1454A904CE32890C5DA3CDE1356B7900F6E62DFA2041EBAD51","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","2016.04.14","2040.03.09","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Not Yet Included","ni5lTz5X9at9lsaL37M1bUronos=","pyVKBk7lYJBA5J5yJZiF6jzf+pI=","Spain","False","False","False","False","true","","true","",""
"AC Camerfirma, S.A.","001o000000x58SMAAY","AC Camerfirma Codesign v2","001o000000HshEIAAZ","Chambers of Commerce Root","Intermediate Certificate","Revoked","9BC4F171FF9AA224F00C799E80490E31010E3475A08FE64DC9A9C4192EB0C0B1","0C258A12A5674AEF25F28BA7DCFAECEEA348E541E6F5CC4EE63B71B361606AC3","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2009.01.20","2019.01.18","","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: NotBefore; Mozilla: Removed","45T1sU3p26EpW1eLTXYGduHRooo=","aRqUcqDRlv89VirY/itHGBWdsO4=","Spain","False","False","False","False","true","","true","",""
"AC Camerfirma, S.A.","0011J00001CAQzfQAH","AC Camerfirma Colombia - 2014","001o000000HshF1AAJ","Global Chambersign Root - 2008","Intermediate Certificate","Revoked","5F372EE63531E1DD9651CC39FED4C07728FFD669032DBC21FD2EAC4AC619B15B","136335439334A7698016A0D324DE72284E079D7B5220BB8FBD747816EEBEBACA","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2014.10.03","2036.09.27","","Not Included","Not Included","Provided by CA","Apple: Included; Google Chrome: Not Included; Microsoft: Included; Mozilla: Removed","uQnKnB7b02w6a67tVPFbkwY1Ll4=","yNecwuTWlO905vMM+cCeOpxSGRk=","Spain","False","False","False","False","true","","true","",""
