"CA Owner","Salesforce Record ID","Certificate Name","Parent Salesforce Record ID","Parent Certificate Name","Certificate Record Type","Revocation Status","SHA-256 Fingerprint","Parent SHA-256 Fingerprint","Audits Same as Parent?","Auditor","Standard Audit URL","Standard Audit Type","Standard Audit Statement Date","Standard Audit Period Start Date","Standard Audit Period End Date","NetSec Audit URL","NetSec Audit Type","NetSec Audit Statement Date","NetSec Audit Period Start Date","NetSec Audit Period End Date","TLS BR Audit URL","TLS BR Audit Type","TLS BR Audit Statement Date","TLS BR Audit Period Start Date","TLS BR Audit Period End Date","TLS EVG Audit URL","TLS EVG Audit Type","TLS EVG Audit Statement Date","TLS EVG Audit Period Start Date","TLS EVG Audit Period End Date","Code Signing Audit URL","Code Signing Audit Type","Code Signing Audit Statement Date","Code Signing Audit Period Start Date","Code Signing Audit Period End Date","S/MIME BR Audit URL","S/MIME BR Audit Type","S/MIME BR Audit Statement Date","S/MIME BR Audit Period Start Date","S/MIME BR Audit Period End Date","CP/CPS Same as Parent?","Certificate Policy (CP) URL","Certificate Practice Statement (CPS) URL","CP/CPS Last Updated Date","Test Website URL - Valid","Test Website URL - Expired","Test Website URL - Revoked","Technically Constrained","Subordinate CA Owner","Full CRL Issued By This CA","JSON Array of Partitioned CRLs","Valid From (GMT)","Valid To (GMT)","Derived Trust Bits","Chrome Status","Microsoft Status","Mozilla Status","Status of Root Cert","Authority Key Identifier","Subject Key Identifier","Country","TLS Capable","TLS EV Capable","Code Signing Capable","S/MIME Capable","CP Same as Parent?","CP Last Update Date","CPS Same as Parent?","CPS Last Update Date","Certificate Practice & Policy Statement"
"Government of The Netherlands, PKIoverheid (Logius)","001o000000o4UTbAAM","Digidentity Burger CA - G2","001o000000nTOptAAG","Staat der Nederlanden Burger CA - G2","Intermediate Certificate","Not Revoked","FCCC115022CE66FD106511E376F439C865E54A485040E633C2996945CEABEA01","2F2F0C844FB336A9421AB6FA36DCDAC3BB84E0384CFF5DAD51113C8CA424E6A4","false","BSI","https://www.digidentity.eu/assets/files/terms/20200123-ETS043-411-1.pdf","ETSI EN 319 411","2020.01.23","2018.11.01","2019.10.31","","","","","","https://www.digidentity.eu/assets/files/terms/20200123-ETS043-411-1.pdf","ETSI EN 319 411","2020.01.23","2018.11.01","2019.10.31","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://www.digidentity.eu/assets/files/terms/2019v2-CPS-PKIo.pdf","","","","","false","Digidentity B.V.","","","2011.04.06","2020.03.23","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Removed","kaUN3R2g0SpopxuN20iaqjSpf5Y=","DxIfTfnE5VIk0OIUq7oYDh1Yee4=","Netherlands","False","False","False","False","false","2019.12.06","false","2019.12.06",""
"Government of The Netherlands, PKIoverheid (Logius)","0014o00001mGRCLAA4","Digidentity BV PKIoverheid Burger CA - 2021","001o000000nTKw2AAG","Staat der Nederlanden Burger CA - G3","Intermediate Certificate","Not Revoked","9C64E24D2CAAA8DD45EF99BA62277CEEE6005C663624514B8C770E2D075BB611","2E7A0A3B0C527EB20C52253C8D2278CA108136A8CA3A4EA22DA7B59BAC90650A","false","BSI","https://bugzilla.mozilla.org/attachment.cgi?id=9378993","ETSI EN 319 411","2023.12.22","2022.11.01","2023.10.31","","","","","","","","","","","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://ddy-corp-website-strapi-images.s3.eu-west-1.amazonaws.com/2024_v1_CPS_PK_Ioverheid_sealed_3c29f9164b.pdf","","","","","false","Digidentity B.V.","http://crl.pkioverheid-g3.digidentity-pki.com/Digidentity-BV-PKIoverheid-Burger-CA-2021.crl","","2021.02.25","2028.11.12","Client Authentication;Secure Email;Document Signing","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: Included; Mozilla: Included","/2h1Qn36b8dakzifNUTQqi0Asok=","VJY53JQKj7zqh4AytCUwuVP4uo0=","Netherlands","False","False","False","True","false","2024.03.25","false","2024.03.25",""
"Government of The Netherlands, PKIoverheid (Logius)","0011J00001FwMbEQAV","Digidentity BV PKIoverheid Burger CA - G3","001o000000nTKw2AAG","Staat der Nederlanden Burger CA - G3","Intermediate Certificate","Revoked","AC289198EC699628803F8843DD63C764E856B8274CF79EDB8ED8E99979697F95","2E7A0A3B0C527EB20C52253C8D2278CA108136A8CA3A4EA22DA7B59BAC90650A","false","BSI","https://bugzilla.mozilla.org/attachment.cgi?id=9045690","ETSI EN 319 411","2019.02.14","2017.11.01","2018.10.31","","","","","","","","","","","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://www.digidentity.eu/assets/files/cps_en_pds/CPS_Digidentity_v1.2.pdf","","","","","false","","","","2018.05.17","2028.11.12","","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: Included; Mozilla: Included","/2h1Qn36b8dakzifNUTQqi0Asok=","XIHB0X3nIoaSyWpDVsZiYypMyzk=","Netherlands","False","False","False","False","false","2018.03.12","false","2018.03.12",""
"Government of The Netherlands, PKIoverheid (Logius)","0011J00001NcJIkQAN","Digidentity BV PKIoverheid Burger CA - G3","001o000000nTKw2AAG","Staat der Nederlanden Burger CA - G3","Intermediate Certificate","Revoked","21CADB7CD822EA13B496E25ABB8151C7FB00EFBB1EE458A3B4A4F3C16BC3C16F","2E7A0A3B0C527EB20C52253C8D2278CA108136A8CA3A4EA22DA7B59BAC90650A","false","BSI","https://www.digidentity.eu/assets/files/terms/20200603-ETS043-ETSI411-1.pdf","ETSI EN 319 411","2020.01.23","2018.11.01","2019.10.31","","","","","","","","","","","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://www.digidentity.eu/assets/files/terms/2019v2-CPS-PKIo.pdf","","","","","false","Digidentity B.V.","","","2019.04.17","2028.11.12","","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: Included; Mozilla: Included","/2h1Qn36b8dakzifNUTQqi0Asok=","XIHB0X3nIoaSyWpDVsZiYypMyzk=","Netherlands","False","False","False","False","false","2019.12.06","false","2019.12.06",""
"Government of The Netherlands, PKIoverheid (Logius)","0011J00001FwMahQAF","Digidentity BV PKIoverheid Organisatie Persoon CA - G3","001o000000nTKvxAAG","Staat der Nederlanden Organisatie Persoon CA - G3","Intermediate Certificate","Revoked","DE83E3FC245F6B048931E1C8134EAACA96FAA7B1EF1D1395F3A62CE014B05182","8222BC4FE7A3DDCA9EF0BF0D682AC888799F87822D15332A54C0BFDFC6854F7B","false","BSI","https://bugzilla.mozilla.org/attachment.cgi?id=9045690","ETSI EN 319 411","2019.02.14","2017.11.01","2018.10.31","","","","","","","","","","","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://www.digidentity.eu/assets/files/cps_en_pds/CPS_Digidentity_v1.2.pdf","","","","","false","","","","2018.05.17","2028.11.12","","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: Included; Mozilla: Included","7qxtQOrVBGqHLFV79T8t2u7brOI=","ZG1d46hMpTbuJjYv9VdUT7hSff8=","Netherlands","False","False","False","False","false","2018.03.12","false","2018.03.12",""
"Government of The Netherlands, PKIoverheid (Logius)","0011J00001NcJIzQAN","Digidentity BV PKIoverheid Organisatie Persoon CA - G3","001o000000nTKvxAAG","Staat der Nederlanden Organisatie Persoon CA - G3","Intermediate Certificate","Not Revoked","533FE97EB45FCED24049E41EFE9DB254A5DD9D90DFD53C9512C6207EDB21D82C","8222BC4FE7A3DDCA9EF0BF0D682AC888799F87822D15332A54C0BFDFC6854F7B","false","BSI","https://bugzilla.mozilla.org/attachment.cgi?id=9378993","ETSI EN 319 411","2023.12.22","2022.11.01","2023.10.31","","","","","","","","","","","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://ddy-corp-website-strapi-images.s3.eu-west-1.amazonaws.com/2024_v1_CPS_PK_Ioverheid_sealed_3c29f9164b.pdf","","","","","false","Digidentity B.V.","http://crl.ca.digidentity.com/Digidentity-BV-PKIoverheid-Organisatie-Persoon-CA-G3.crl","","2019.04.17","2028.11.12","Client Authentication;Secure Email;Document Signing","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: Included; Mozilla: Included","7qxtQOrVBGqHLFV79T8t2u7brOI=","ZG1d46hMpTbuJjYv9VdUT7hSff8=","Netherlands","False","False","False","True","false","2024.03.25","false","2024.03.25",""
"Government of The Netherlands, PKIoverheid (Logius)","0011J00001NcJJYQA3","Digidentity BV PKIoverheid Organisatie Server CA - G3","001o000000iEQJhAAO","Staat der Nederlanden Organisatie Services CA - G3","Intermediate Certificate","Revoked","C7422DE21CEBC92ECAE6BE9DCD7E711EE650D30AED711FBB0DF6B2C784B6C4FB","D9581DBDE99B39EEFF6CE5C80DE1650DA0C1C8A109705ED286C53BC95E6655E4","false","BSI","https://bugzilla.mozilla.org/attachment.cgi?id=9198662","ETSI EN 319 411","2020.12.10","2019.11.01","2020.10.31","","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9198662","ETSI EN 319 411","2020.12.10","2019.11.01","2020.10.31","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://www.digidentity.eu/assets/files/cps_en_pds/2020-v3-CPS-PKIo.pdf","","","","","false","Digidentity B.V.","","","2019.04.17","2028.11.12","","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: Included; Mozilla: Included","Q+tNANOVk86mfEANbRG+OdEyruI=","FNpISXBRtDQSeOaKwBV72Br3H+o=","Netherlands","False","False","False","False","false","2020.11.17","false","2020.11.17",""
"Government of The Netherlands, PKIoverheid (Logius)","0011J00001FwMa8QAF","Digidentity BV PKIoverheid Organisatie Server CA - G3","001o000000iEQJhAAO","Staat der Nederlanden Organisatie Services CA - G3","Intermediate Certificate","Revoked","705610723C9613F6413181CADF73D51071BD761FDA491423E1ABD001501B64F3","D9581DBDE99B39EEFF6CE5C80DE1650DA0C1C8A109705ED286C53BC95E6655E4","false","BSI","https://bugzilla.mozilla.org/attachment.cgi?id=9198662","ETSI EN 319 411","2020.12.10","2019.11.01","2020.10.31","","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9198662","ETSI EN 319 411","2020.12.10","2019.11.01","2020.10.31","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://www.digidentity.eu/assets/files/cps_en_pds/2020-v3-CPS-PKIo.pdf","","","","","false","Digidentity B.V.","","","2018.05.17","2028.11.12","","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: Included; Mozilla: Included","Q+tNANOVk86mfEANbRG+OdEyruI=","FNpISXBRtDQSeOaKwBV72Br3H+o=","Netherlands","False","False","False","False","false","2020.11.17","false","2020.11.17",""
"Government of The Netherlands, PKIoverheid (Logius)","0014o00001mGRHGAA4","Digidentity BV PKIoverheid Organisatie Services CA - 2021","001o000000iEQJhAAO","Staat der Nederlanden Organisatie Services CA - G3","Intermediate Certificate","Not Revoked","827A6B205D2E73FF379286DD0B2DED5AEC7239EFE6BC8CACB03ABCCD84B95750","D9581DBDE99B39EEFF6CE5C80DE1650DA0C1C8A109705ED286C53BC95E6655E4","false","BSI","https://bugzilla.mozilla.org/attachment.cgi?id=9378993","ETSI EN 319 411","2023.12.22","2022.11.01","2023.10.31","","","","","","","","","","","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://ddy-corp-website-strapi-images.s3.eu-west-1.amazonaws.com/2024_v1_CPS_PK_Ioverheid_sealed_3c29f9164b.pdf","","","","","false","Digidentity B.V.","http://crl.pkioverheid-g3.digidentity-pki.com/Digidentity-BV-PKIoverheid-Organisatie-Services-CA-2021.crl","","2021.02.25","2028.11.12","Client Authentication;Secure Email;Document Signing","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: Included; Mozilla: Included","Q+tNANOVk86mfEANbRG+OdEyruI=","WsyHQF2sUG6O6qQ496Wzn0MswSE=","Netherlands","False","False","False","True","false","2024.03.25","false","2024.03.25",""
"Government of The Netherlands, PKIoverheid (Logius)","0011J00001FwMaIQAV","Digidentity BV PKIoverheid Organisatie Services CA - G3","001o000000iEQJhAAO","Staat der Nederlanden Organisatie Services CA - G3","Intermediate Certificate","Revoked","E0C27ACCB9AE78605B61E7826C021D91CCD2F769A58C4BD6DA54600B99E35438","D9581DBDE99B39EEFF6CE5C80DE1650DA0C1C8A109705ED286C53BC95E6655E4","false","BSI","https://bugzilla.mozilla.org/attachment.cgi?id=8970852","ETSI EN 319 411","2018.02.05","2016.11.01","2017.10.31","","","","","","","","","","","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://www.digidentity.eu/assets/files/cps_en_pds/CPS_Digidentity_v1.2.pdf","","","","","false","","","","2018.05.17","2028.11.12","","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: Included; Mozilla: Included","Q+tNANOVk86mfEANbRG+OdEyruI=","/Rl9TDgb3cltCv3G88dCFoeJCGQ=","Netherlands","False","False","False","False","false","2018.03.12","false","2018.03.12",""
"Government of The Netherlands, PKIoverheid (Logius)","001o000000o4UVxAAM","Digidentity Organisatie CA - G2","001o000000iET4zAAG","Staat der Nederlanden Organisatie CA - G2","Intermediate Certificate","Not Revoked","5294C86E349E6A3390EA5BD2D814907D831666EE61C57D9170D609A16FD356F3","85A8F5866DD78DF173B0667317C59B2D6242DE59EB01BB2F2E8B9DB714B4CA27","false","BSI","https://www.digidentity.eu/assets/files/terms/20200123-ETS043-411-1.pdf","ETSI EN 319 411","2020.01.23","2018.11.01","2019.10.31","","","","","","https://www.digidentity.eu/assets/files/terms/20200123-ETS043-411-1.pdf","ETSI EN 319 411","2020.01.23","2018.11.01","2019.10.31","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://www.digidentity.eu/assets/files/terms/2019v2-CPS-PKIo.pdf","","","","","false","Digidentity B.V.","","","2011.04.06","2020.03.23","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Removed","ORCLSZJc22ESIM1JnRqO2pxnQLk=","j13pDIFRbpqA0ojZ27PH2/kI+us=","Netherlands","False","False","False","False","false","2019.12.06","false","2019.12.06",""
"Government of The Netherlands, PKIoverheid (Logius)","0011J00001F3dDoQAJ","Digidentity PKIoverheid Burger CA - G3","001o000000nTKw2AAG","Staat der Nederlanden Burger CA - G3","Intermediate Certificate","Revoked","D56024F0C5D9237D7E0B2385067D8EF88EDDAE8EC199969F5CAA2CCC2969D982","2E7A0A3B0C527EB20C52253C8D2278CA108136A8CA3A4EA22DA7B59BAC90650A","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2018.03.22","2028.11.12","","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: Included; Mozilla: Included","/2h1Qn36b8dakzifNUTQqi0Asok=","1uOlGN5aSIlOvTiE+pqRdd1VJCE=","Netherlands","False","False","False","False","true","","true","",""
"Government of The Netherlands, PKIoverheid (Logius)","0011J00001F3dQ9QAJ","Digidentity PKIoverheid Organisatie Persoon CA - G3","001o000000nTKvxAAG","Staat der Nederlanden Organisatie Persoon CA - G3","Intermediate Certificate","Revoked","41FD953685693CE67D0D23CC91CA179261D6B9948B21D3BBE5F7ADFBE53982DE","8222BC4FE7A3DDCA9EF0BF0D682AC888799F87822D15332A54C0BFDFC6854F7B","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2018.03.22","2028.11.12","","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: Included; Mozilla: Included","7qxtQOrVBGqHLFV79T8t2u7brOI=","aRicYDksnJTl92v+hVtAtGxlL80=","Netherlands","False","False","False","False","true","","true","",""
"Government of The Netherlands, PKIoverheid (Logius)","0011J00001F3dTNQAZ","Digidentity PKIoverheid Organisatie Server CA - G3","001o000000iEQJhAAO","Staat der Nederlanden Organisatie Services CA - G3","Intermediate Certificate","Revoked","0F3320692B17A916CE54F7E4DA7BFE522FB31B1AC21E088776B37C07A34EE2A8","D9581DBDE99B39EEFF6CE5C80DE1650DA0C1C8A109705ED286C53BC95E6655E4","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2018.03.22","2028.11.12","","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: Included; Mozilla: Included","Q+tNANOVk86mfEANbRG+OdEyruI=","HGxCtxHbD2gVH+rGuaw37spon4o=","Netherlands","False","False","False","False","true","","true","",""
"Government of The Netherlands, PKIoverheid (Logius)","0011J00001F3dXtQAJ","Digidentity PKIoverheid Organisatie Services CA - G3","001o000000iEQJhAAO","Staat der Nederlanden Organisatie Services CA - G3","Intermediate Certificate","Revoked","4F304D8366FF9091EDD76D533BED55928E73B7AAAD52E35B86E762A77F04694E","D9581DBDE99B39EEFF6CE5C80DE1650DA0C1C8A109705ED286C53BC95E6655E4","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2018.03.22","2028.11.12","","Not Included","Not Included","Provided by CA","Apple: Removed; Google Chrome: Not Included; Microsoft: Included; Mozilla: Included","Q+tNANOVk86mfEANbRG+OdEyruI=","45osGNsc8bqmy6eiIDZ1oQwq6l8=","Netherlands","False","False","False","False","true","","true","",""
"Government of The Netherlands, PKIoverheid (Logius)","0011J00001hZrXOQA0","Digidentity PKIoverheid Server CA 2020","0011J00001hZrJbQAK","Staat der Nederlanden Domein Server CA 2020","Intermediate Certificate","Revoked","522DE8097F16E76060B09D438B970B733560B1A7FA33767CB6BC41ABFB98AB3F","FEF634033A8F0F266123AE546D95AAE7FDBE0573156B8CEB40912E4144784B19","false","BSI","https://www.digidentity.eu/assets/files/terms/20200123-ETS043-411-1.pdf","ETSI EN 319 411","2020.01.23","2019.03.30","2019.10.31","","","","","","https://www.digidentity.eu/assets/files/terms/20200123-ETS043-411-1.pdf","ETSI EN 319 411","2020.01.23","2019.03.30","2019.10.31","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://www.digidentity.eu/assets/files/terms/2020-v1-CPS-PKIo.pdf","","","","","false","Digidentity B.V.","revoked","","2020.07.28","2022.12.05","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Removed; Microsoft: Included; Mozilla: Removed","Wl00JcGIkXP53uEM1fTqGL8wNG4=","gIkTEKAs9/3mSySb1vsOGZ7NRRM=","Netherlands","False","False","False","False","false","2020.03.16","false","2020.03.16",""
"Government of The Netherlands, PKIoverheid (Logius)","0011J00001hZrYgQAK","Digidentity PKIoverheid Server CA 2020","0011J00001hZrKUQA0","Staat der Nederlanden Domein Server CA 2020","Intermediate Certificate","Revoked","37610BF756CA4C3CFA18696C4C149738E644CA9F676387EC50167365D6A45CCA","0DA914FB7125F6E644EB7AA261DE9EB809DC7F925B6B2A7D8A7EDD8736398B5B","false","BSI","https://verifeyedirectoryprod.blob.core.windows.net/pas7000docs/digide-0047403032-000/ecertificate_-_ets_043.pdf","ETSI EN 319 411","2022.01.27","2020.11.01","2021.10.31","","","","","","https://verifeyedirectoryprod.blob.core.windows.net/pas7000docs/digide-0047403032-000/ecertificate_-_ets_043.pdf","ETSI EN 319 411","2022.01.27","2020.11.01","2021.10.31","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://assets.ctfassets.net/f8kgzjsvnt2r/2QsrWnpw0hV3Cl1coV359N/45a1a9732b8ef32bfcf039066ba9e010/2022-v1_CPS_PKIoverheid__signed_DDY_.pdf","","","","","false","Digidentity B.V.","revoked","","2020.07.29","2022.12.05","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Removed; Microsoft: Included; Mozilla: Removed","Wl00JcGIkXP53uEM1fTqGL8wNG4=","gIkTEKAs9/3mSySb1vsOGZ7NRRM=","Netherlands","False","False","False","False","false","2022.02.07","false","2022.02.07",""
"Government of The Netherlands, PKIoverheid (Logius)","001o000000o4XT6AAM","Digidentity Services CA - G2","001o000000o4UVxAAM","Digidentity Organisatie CA - G2","Intermediate Certificate","Revoked","52001BF6C2DCF9C5AF2A99063FCB172814FB21B2E67E491FC520F07A7068D161","5294C86E349E6A3390EA5BD2D814907D831666EE61C57D9170D609A16FD356F3","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2011.05.03","2020.03.20","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Removed","","m2OFT7EJVRFqGuc+Hh0ASduW880=","Netherlands","False","False","False","False","true","","true","",""
"Government of The Netherlands, PKIoverheid (Logius)","001o000000o4XdLAAU","Digidentity Services CA - G2","001o000000o4UVxAAM","Digidentity Organisatie CA - G2","Intermediate Certificate","Not Revoked","11B16B6EB1CD1B878A35218F6CFBCEE56D7F34D24A7642BBB006ED0BA8AE7880","5294C86E349E6A3390EA5BD2D814907D831666EE61C57D9170D609A16FD356F3","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2011.09.27","2020.03.23","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Removed","j13pDIFRbpqA0ojZ27PH2/kI+us=","m2OFT7EJVRFqGuc+Hh0ASduW880=","Netherlands","False","False","False","False","true","","true","",""
"Government of The Netherlands, PKIoverheid (Logius)","001o000000s0613AAA","Digidentity SSCD CA - G2","001o000000o4UTbAAM","Digidentity Burger CA - G2","Intermediate Certificate","Revoked","A7FFAD289ED36FBBA729621207504A8055614A5551AE2D580870326985B2EF9D","FCCC115022CE66FD106511E376F439C865E54A485040E633C2996945CEABEA01","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2011.05.03","2020.03.23","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Removed","","nANA8Q6eDO6E563JCATnnDy0o6Y=","Netherlands","False","False","False","False","true","","true","",""
"Government of The Netherlands, PKIoverheid (Logius)","001o000000o4WhvAAE","Digidentity SSCD CA - G2","001o000000o4UTbAAM","Digidentity Burger CA - G2","Intermediate Certificate","Not Revoked","EC26D577EAF76884992C7F8839AB737294635CA552F9F9696E0137AFB4DF83D8","FCCC115022CE66FD106511E376F439C865E54A485040E633C2996945CEABEA01","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","","","","2011.09.27","2020.03.23","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Removed","DxIfTfnE5VIk0OIUq7oYDh1Yee4=","nANA8Q6eDO6E563JCATnnDy0o6Y=","Netherlands","False","False","False","False","true","","true","",""
"Government of The Netherlands, PKIoverheid (Logius)","001o000000o3UD6AAM","DigiNotar PKIoverheid CA Organisatie - G2","001o000000iET4zAAG","Staat der Nederlanden Organisatie CA - G2","Intermediate Certificate","Revoked","B8686723E415534BC0DBD16326F9486F85B0B0799BF6639334E61DAAE67F36CD","85A8F5866DD78DF173B0667317C59B2D6242DE59EB01BB2F2E8B9DB714B4CA27","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","","","","","","false","","","","2010.05.12","2020.03.23","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Removed","ORCLSZJc22ESIM1JnRqO2pxnQLk=","vF2UO9mrewMlc2HC2y3u/KuPZaE=","Netherlands","False","False","False","False","false","","false","",""
"Government of The Netherlands, PKIoverheid (Logius)","001o000000p2r6zAAA","ESG Burger CA - G2","001o000000nTOptAAG","Staat der Nederlanden Burger CA - G2","Intermediate Certificate","Not Revoked","7E6479DDDCF6622546BB72F08F68D245D8854206EDD92F8E6CC4471A6A3762BC","2F2F0C844FB336A9421AB6FA36DCDAC3BB84E0384CFF5DAD51113C8CA424E6A4","false","BSI","https://bugzilla.mozilla.org/attachment.cgi?id=9073165","ETSI EN 319 411","2019.06.14","2018.05.01","2019.04.30","","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9073165","ETSI EN 319 411","2019.06.14","2018.05.01","2019.04.30","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://www.de-electronische-signatuur.nl/content/bestanden/pdf/cps-7.7-en.pdf","","","","","false","ESG de Electronische Signatuur B.V.","","","2012.12.19","2020.03.23","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Removed","kaUN3R2g0SpopxuN20iaqjSpf5Y=","ODMd8bU3+BJPrOks0jJ8z9fCU6A=","Netherlands","False","False","False","False","false","2019.02.02","false","2019.02.02",""
"Government of The Netherlands, PKIoverheid (Logius)","001o000000o3ohMAAQ","ESG CA - G2","001o000000iET4zAAG","Staat der Nederlanden Organisatie CA - G2","Intermediate Certificate","Revoked","5194F31A7948D1649544DEE901D08F3CA3420C3A6837144352F06E4864193893","85A8F5866DD78DF173B0667317C59B2D6242DE59EB01BB2F2E8B9DB714B4CA27","false","","https://www.de-electronische-signatuur.nl/content/bestanden/documenten/ETS047-2.pdf","ETSI TS 102 042","2015.06.03","2015.06.03","2015.06.03","","","","","","https://www.de-electronische-signatuur.nl/content/bestanden/documenten/ETS047-2.pdf","ETSI TS 102 042","2015.06.03","2015.06.03","2015.06.03","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://www.de-electronische-signatuur.nl/nl/certification-practice-statement","","","","","false","","","","2009.07.14","2020.03.23","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Removed","ORCLSZJc22ESIM1JnRqO2pxnQLk=","YdeQ3ooTgmzkPtaeFZ84DUon0K0=","Netherlands","False","False","False","False","false","","false","",""
"Government of The Netherlands, PKIoverheid (Logius)","001o000000o3okVAAQ","ESG Organisatie CA - G2","001o000000iET4zAAG","Staat der Nederlanden Organisatie CA - G2","Intermediate Certificate","Not Revoked","83502D199E19A7B82B5DC409F1E1C329BCAE2CF250F67D77AE774B6DB347CB97","85A8F5866DD78DF173B0667317C59B2D6242DE59EB01BB2F2E8B9DB714B4CA27","false","BSI","https://bugzilla.mozilla.org/attachment.cgi?id=9073165","ETSI EN 319 411","2019.06.14","2018.05.01","2019.04.30","","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9073165","ETSI EN 319 411","2019.06.14","2018.05.01","2019.04.30","","","","","","","","","","","","","","","","false","https://www.logius.nl/languages/english/pkioverheid/","https://www.de-electronische-signatuur.nl/content/bestanden/pdf/cps-7.7-en.pdf","","","","","false","Digidentity B.V.","","","2012.12.19","2020.03.23","","Not Included","Not Included","Provided by CA","Apple: Not Included; Google Chrome: Not Included; Microsoft: Disabled; Mozilla: Removed","ORCLSZJc22ESIM1JnRqO2pxnQLk=","uix3Cwj3DXQdL9xdgKOXQeyoJ6g=","Netherlands","False","False","False","False","false","2019.04.02","false","2019.04.02",""
